,Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,salary_estimate
146,Customer Data Scientist/Sales Engineer,4.3,h2o.ai,"Chicago, IL","Mountain View, CA",201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,173000.0
147,Lead Data Scientist,3.8,PatientPoint,"Cincinnati, OH","Cincinnati, OH",201 to 500 employees,1987,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),137500.0
148,MongoDB Data Engineer II,3.8,BlueCross BlueShield of Tennessee,"Chattanooga, TN","Chattanooga, TN",5001 to 10000 employees,1945,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),145000.0
149,Senior Data Scientist Statistics,3.8,PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),135500.0
150,Senior Data Analyst,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",501 to 1000 employees,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),83000.0
151,Senior Spark Engineer (Data Science),4.4,KSM Consulting,"Indianapolis, IN","Indianapolis, IN",51 to 200 employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,139000.0
152,Data Engineer,3.9,Cogo Labs,"Cambridge, MA","Cambridge, MA",51 to 200 employees,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,114000.0
153,BI & Platform Analytics Manager,3.4,Church & Dwight,"Ewing, NJ","Ewing, NJ",1001 to 5000 employees,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),152000.0
154,Lead Data Scientist,3.6,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),226000.0
155,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,Genentech,"South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),234500.0
156,Senior Data Scientist,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),197000.0
157,Pricipal Scientist Molecular and cellular biologist,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),102500.0
158,"Data Scientist (Actuary, FSA or ASA)",3.8,Legal & General America,"Frederick, MD","Frederick, MD",501 to 1000 employees,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),147500.0
159,Staff Data Scientist,3.5,Western Digital,"San Jose, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),237500.0
160,Senior Data Scientist / Machine Learning,3.9,Health IQ,"Dallas, TX","Mountain View, CA",201 to 500 employees,2013,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,132500.0
161,Data Scientist - Health Data Analytics,4.2,Nuna,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,197500.0
162,Data Engineer 5 - Contract (Remote),4.2,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT","Salt Lake City, UT",10000+ employees,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,144000.0
163,Senior Scientist - Neuroscience,3.5,Sunovion,"Marlborough, MA","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),195000.0
164,Senior Data Analyst,2.9,National Student Clearinghouse,"Herndon, VA","Herndon, VA",201 to 500 employees,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),83000.0
165,Medical Lab Scientist,3.6,Tower Health,"West Reading, PA","Reading, PA",5001 to 10000 employees,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,29.0
166,"Risk and Analytics IT, Data Scientist",2.7,State of Wisconsin Investment Board,"Madison, WI","Madison, WI",51 to 200 employees,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),165500.0
167,"Scientist, Analytical Development",4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),83000.0
168,Senior Data Scientist,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),208500.0
169,Analytics Manager,4.3,OneMagnify,"Dearborn, MI","Detroit, MI",201 to 500 employees,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,117000.0
170,Data Engineer,4.2,IZEA,"Winter Park, FL","Winter Park, FL",51 to 200 employees,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),95500.0
171,Digital Marketing & ECommerce Data Analyst,3.6,Vionic Group,"San Rafael, CA","San Rafael, CA",51 to 200 employees,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),67000.0
172,Sr. Scientist - Digital & Image Analysis/Computational Pathology,3.7,Takeda Pharmaceuticals,"San Diego, CA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),204000.0
173,Senior Data Analyst,2.8,Dodge Data & Analytics,"Hamilton, NJ","Hamilton, NJ",201 to 500 employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,105000.0
174,Principal Scientist - Immunologist,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),189000.0
175,Senior Data Scientist,3.3,Plymouth Rock Assurance,"Woodbridge, NJ","Boston, MA",1001 to 5000 employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),135000.0
176,Principal Data Scientist with over 10 years experience,-1.0,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",51 to 200 employees,2017,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),325000.0
177,MED TECH/LAB SCIENTIST - LABORATORY,3.6,Beebe Healthcare,"Lewes, DE","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),38.0
178,"Sr. Scientist, Quantitative Translational Sciences",3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),220000.0
179,Sr. Data Scientist II,3.4,Argo Group US,"New York, NY","Hamilton, Bermuda",1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),202500.0
180,Excel / VBA / SQL Data Analyst,4.1,Associated Electric Cooperative,"Springfield, MO","Springfield, MO",501 to 1000 employees,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),83000.0
181,Machine Learning Research Scientist,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,160500.0
182,"VP, Data Science",3.2,PennyMac,"Phoenix, AZ","Westlake Village, CA",1001 to 5000 employees,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),166000.0
183,Senior Data Scientist,3.9,Zest AI,"Burbank, CA","Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),205000.0
184,Radar Data Analyst,4.7,DECISIVE ANALYTICS Corporation,"Huntsville, AL","Arlington, VA",51 to 200 employees,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),80000.0
185,PL Actuarial-Lead Data Scientist,3.7,The Hanover Insurance Group,"Worcester, MA","Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),203500.0
186,PV Scientist,2.9,Karyopharm Therapeutics Inc.,"Newton, MA","Newton, MA",201 to 500 employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,121500.0
187,Senior Data & Machine Learning Scientist,3.0,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,183000.0
188,Principal Data Scientist (Computational Chemistry),4.7,Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),194500.0
189,Data Engineer,3.7,P2 Energy Solutions,"Lafayette, LA","Denver, CO",501 to 1000 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,94500.0
190,"Principal Scientist, Chemistry & Immunology",3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),111500.0
191,Software Engineer - Data Visualization,4.0,ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),123500.0
192,"Scientist/Senior Scientist, Autoimmune",4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),179500.0
193,Staff Machine Learning Engineer,3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),250000.0
194,"Principal Scientist, Hematology",3.3,Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),111500.0
195,Lead Data Engineer,4.1,Credit Sesame,"Mountain View, CA","Mountain View, CA",51 to 200 employees,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),300000.0
196,Marketing Data Analyst,3.6,San Manuel Casino,"Highland, CA","Highland, CA",1001 to 5000 employees,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),66000.0
197,Medical Laboratory Scientist,4.0,Texas Health Huguley Hospital,"Burleson, TX","Arlington, TX",1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),30.5
198,R&D Specialist/ Food Scientist,2.4,Teasdale Latin Foods,"Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),72000.0
199,Senior Research Scientist-Machine Learning,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,164500.0
200,Analytics Manager - Data Mart,3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),85000.0
201,Sr. Data Engineer - Contract-to-Hire (Java),3.0,Pilot Flying J Travel Centers LLC,"Knoxville, TN","Knoxville, TN",10000+ employees,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),132500.0
202,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,3.6,Beebe Healthcare,"Millville, DE","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),38.0
203,Food Scientist - Developer,3.3,Palermo's Pizza,"Milwaukee, WI","Milwaukee, WI",501 to 1000 employees,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,74000.0
204,Staff Scientist-Downstream Process Development,2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),105500.0
205,Sr. Data Engineer,3.4,Echo Global Logistics,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),145000.0
206,Data Scientist - Quantitative,3.8,Truckstop.com,"Chicago, IL","New Plymouth, ID",501 to 1000 employees,1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,155500.0
207,Data Scientist,3.7,Lockheed Martin,"Herndon, VA","Bethesda, MD",10000+ employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),122000.0
208,Senior Research Statistician- Data Scientist,4.8,Acuity Insurance,"Sheboygan, WI","Sheboygan, WI",1001 to 5000 employees,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),138500.0
209,"Business Data Analyst, SQL",3.8,Fareportal,"New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),87000.0
210,Medical Technologist / Clinical Laboratory Scientist,3.4,"Veterans Affairs, Veterans Health Administration","New Orleans, LA","Washington, DC",10000+ employees,1930,Government,Federal Agencies,Government,Unknown / Non-Applicable,27.5
211,Data Scientist,4.3,Credera,"Dallas, TX","Dallas, TX",201 to 500 employees,1999,Subsidiary or Business Segment,Consulting,Business Services,Unknown / Non-Applicable,99000.0
212,Senior Data Analyst,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",501 to 1000 employees,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),83000.0
213,BI & Platform Analytics Manager,3.4,Church & Dwight,"Ewing, NJ","Ewing, NJ",1001 to 5000 employees,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),152000.0
214,Data Engineer,3.9,Cogo Labs,"Cambridge, MA","Cambridge, MA",51 to 200 employees,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,114000.0
215,Data Scientist,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51 to 200 employees,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),119500.0
216,Data Analyst,3.1,NCSOFT,"San Mateo, CA","Seoul, South Korea",1001 to 5000 employees,1997,Company - Public,Video Games,Media,$10+ billion (USD),125000.0
217,Associate Data Scientist/Computer Scientist,3.2,MITRE,"McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),111500.0
218,Business Intelligence Analyst / Developer,4.3,"Dayton Freight Lines, Inc.","Dayton, OH","Dayton, OH",1001 to 5000 employees,1981,Company - Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable,105500.0
219,Lead Data Scientist,3.6,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),226000.0
220,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,Genentech,"South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),234500.0
221,Senior Data Scientist,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),197000.0
222,Data Analyst,2.8,Community Action Partnership of San Luis Obispo,"Parlier, CA","San Luis Obispo, CA",501 to 1000 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),64000.0
223,Pricipal Scientist Molecular and cellular biologist,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),102500.0
224,Data Analyst,3.4,TrueAccord,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,93000.0
225,Data Analyst,4.0,DRB Systems,"Meridian, ID","Akron, OH",201 to 500 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),66000.0
226,Staff Data Scientist,3.5,Western Digital,"San Jose, CA","San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),237500.0
227,"Data Scientist (Actuary, FSA or ASA)",3.8,Legal & General America,"Frederick, MD","Frederick, MD",501 to 1000 employees,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),147500.0
228,System and Data Analyst,3.7,Corcentric,"Cherry Hill, NJ","Cherry Hill, NJ",201 to 500 employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,80000.0
229,Data Scientist,3.5,U.Group,"Indianapolis, IN","Arlington, VA",201 to 500 employees,2019,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),121500.0
230,Data Engineer 5 - Contract (Remote),4.2,The Church of Jesus Christ of Latter-day Saints,"Riverton, UT","Salt Lake City, UT",10000+ employees,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,144000.0
231,Digital Health Data Scientist,4.0,Pfizer,"Cambridge, MA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),118000.0
232,Data Scientist,4.3,SMC 3,"Louisville, KY","Peachtree City, GA",51 to 200 employees,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),115500.0
233,Data & Analytics Consultant (NYC),4.7,Systems Evolution Inc.,"New York, NY","Cincinnati, OH",201 to 500 employees,1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD),160000.0
234,Senior Scientist - Neuroscience,3.5,Sunovion,"Marlborough, MA","Marlborough, MA",1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),195000.0
235,Data Engineer,4.4,Eventbrite,"Nashville, TN","San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),119000.0
236,Big Data Engineer - Chicago - Future Opportunity,4.1,Centro,"Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Internet,Information Technology,$100 to $500 million (USD),135500.0
237,Senior Data Analyst,2.9,National Student Clearinghouse,"Herndon, VA","Herndon, VA",201 to 500 employees,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),83000.0
238,Data Scientist,2.5,comScore,"Portland, OR","Reston, VA",1001 to 5000 employees,1999,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),133500.0
239,Survey Data Analyst,4.2,SullivanCotter,"Minneapolis, MN","Chicago, IL",201 to 500 employees,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,103500.0
240,Data Scientist,3.9,NPD,"Port Washington, NY","Port Washington, NY",1001 to 5000 employees,1966,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),23000.0
241,Data Scientist,4.3,Bakery Agency,"Austin, TX","Austin, TX",1 to 50 employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,114000.0
242,"Risk and Analytics IT, Data Scientist",2.7,State of Wisconsin Investment Board,"Madison, WI","Madison, WI",51 to 200 employees,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),165500.0
243,Data Scientist,3.9,Genentech,"South San Francisco, CA","South San Francisco, CA",10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),226500.0
244,Lead Health Data Analyst - Front End,3.4,Blue Cross & Blue Shield of Rhode Island,"Providence, RI","Providence, RI",501 to 1000 employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,137000.0
245,Research Scientist,3.8,Boys Town,"Omaha, NE","Omaha, NE",1001 to 5000 employees,1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,69000.0
246,Medical Lab Scientist,3.6,Tower Health,"West Reading, PA","Reading, PA",5001 to 10000 employees,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,29.0
247,Junior Data Analyst,3.3,The HSC Health Care System,"Washington, DC","Washington, DC",501 to 1000 employees,1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,68500.0
248,SQL Data Engineer,3.4,Pro-Sphere Tek,"Austin, TX","Alexandria, VA",201 to 500 employees,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD),126500.0
249,Data Scientist,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",1001 to 5000 employees,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),130500.0
250,Senior Data Scientist,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),208500.0
251,Data Scientist,3.7,Genworth,"Raleigh, NC","Richmond, VA",1001 to 5000 employees,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),141000.0
252,"Scientist, Analytical Development",4.4,Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),83000.0
253,Analytics Manager,4.3,OneMagnify,"Dearborn, MI","Detroit, MI",201 to 500 employees,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,117000.0
254,Clinical Data Scientist,4.0,Pfizer,"Groton, CT","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),115500.0
255,Data Scientist,4.0,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),197500.0
256,"Sr. Data Scientist, Cyber-Security LT Contract",3.2,"Numeric, LLC","Phila, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),213000.0
257,Data Engineer,4.2,IZEA,"Winter Park, FL","Winter Park, FL",51 to 200 employees,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),95500.0
258,Data Scientist,3.9,Trace Data,"Oakland, CA","Santa Ana, CA",51 to 200 employees,2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),149500.0
259,Sr. Scientist - Digital & Image Analysis/Computational Pathology,3.7,Takeda Pharmaceuticals,"San Diego, CA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),204000.0
260,Digital Marketing & ECommerce Data Analyst,3.6,Vionic Group,"San Rafael, CA","San Rafael, CA",51 to 200 employees,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),67000.0
261,Principal Scientist - Immunologist,3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),189000.0
262,Senior Data Analyst,2.8,Dodge Data & Analytics,"Hamilton, NJ","Hamilton, NJ",201 to 500 employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,105000.0
263,Insurance Financial Data Analyst,4.2,Clearwater Analytics,"Boise, ID","Boise, ID",501 to 1000 employees,2004,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),86000.0
264,Data Scientist,4.0,"Tekvalley, Corp.","San Francisco, CA","Pleasanton, CA",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),150500.0
265,Data Scientist,3.5,BWX Technologies,"Oak Ridge, TN","Lynchburg, VA",5001 to 10000 employees,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),131000.0
266,Principal Data Scientist with over 10 years experience,-1.0,CA-One Tech Cloud,"San Francisco, CA","Fremont, CA",51 to 200 employees,2017,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),325000.0
267,Data Engineer,3.2,PennyMac,"Agoura Hills, CA","Westlake Village, CA",1001 to 5000 employees,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),136000.0
268,Senior Data Scientist,3.3,Plymouth Rock Assurance,"Woodbridge, NJ","Boston, MA",1001 to 5000 employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),135000.0
269,Data Engineer I - Azure,3.9,Vermeer,"Pella, IA","Pella, IA",1001 to 5000 employees,1948,Company - Private,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),104500.0
270,"Sr. Scientist, Quantitative Translational Sciences",3.7,Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),220000.0
271,MED TECH/LAB SCIENTIST - LABORATORY,3.6,Beebe Healthcare,"Lewes, DE","Lewes, DE",1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),38.0
272,Sr. Data Scientist II,3.4,Argo Group US,"New York, NY","Hamilton, Bermuda",1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),202500.0
273,Data Scientist,3.5,L&T Infotech,"San Ramon, CA","Mumbai, India",10000+ employees,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,124000.0
274,Information Security Data Analyst,4.3,OceanFirst Financial,"Red Bank, NJ","Toms River, NJ",501 to 1000 employees,1902,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),79000.0
275,Excel / VBA / SQL Data Analyst,4.1,Associated Electric Cooperative,"Springfield, MO","Springfield, MO",501 to 1000 employees,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),83000.0
276,Machine Learning Research Scientist,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,160500.0
277,Data Scientist,3.6,Sotheby's,"New York, NY","New York, NY",1001 to 5000 employees,1744,Company - Public,Auctions & Galleries,Retail,$500 million to $1 billion (USD),175500.0
278,Data Scientist,3.5,First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",1001 to 5000 employees,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),137000.0
279,Data Scientist,3.6,Amrock,"Detroit, MI","Detroit, MI",1001 to 5000 employees,1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),132000.0
280,Data Scientist,2.3,Vanda Pharmaceuticals,"Washington, DC","Washington, DC",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),139000.0
281,Senior Data Scientist,3.9,Zest AI,"Burbank, CA","Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),205000.0
282,"Data Scientist, Senior",4.0,Novetta,"Fort Belvoir, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),196000.0
